holder_name,holder_ticker,held_name,held_ticker,cusip,shares_held,market_value_usd,ownership_pct,report_date,position_type,filing_type,manager_name,contact_email
Fidelity Investments,FNF,Procter & Gamble,PG,742718109,13881808,5226316746.13,1.0289,2024-12-31,New,13F-HR,Daniel Moore,daniel.moore@fidelityin.com
Morgan Stanley IM,MS,Apple Inc,AAPL,037833100,22293703,8135640529.38,1.2638,2024-06-30,New,13F-NT,Daniel Jones,daniel.jones@morganstan.com
Point72 Asset Mgmt,PT72,Salesforce Inc,CRM,79466L302,16122409,10242082590.55,0.2264,2024-09-30,New,13F-HR,David Johnson,david.johnson@point72ass.com
T. Rowe Price,TROW,Walt Disney Co,DIS,254687106,18745143,4991260920.68,0.6039,2025-12-31,Unchanged,13F-HR,James Miller,james.miller@troweprice.com
Wellington Management,WMGI,Johnson & Johnson,JNJ,478160104,25283481,12354630693.59,0.3237,2025-06-30,New,13F-HR,Michael Jackson,michael.jackson@wellington.com
Vanguard Group,VGI,Intel Corp,INTC,458140100,32841840,10615752882.60,1.0064,2024-12-31,Unchanged,13F-HR,Karen Thompson,karen.thompson@vanguardgr.com
Appaloosa Management,APLS,Amazon.com Inc,AMZN,023135106,10057534,5187861788.88,0.1682,2025-06-30,Decreased,13F-HR,Daniel Brown,daniel.brown@appaloosam.com
State Street Corp,STT,Chevron Corp,CVX,166764100,9326881,5157094069.41,0.2495,2024-12-31,Unchanged,13F-HR,Sarah Moore,sarah.moore@statestree.com
Point72 Asset Mgmt,PT72,Apple Inc,AAPL,037833100,14526085,10112507241.23,0.2747,2024-09-30,Decreased,13F-HR,Jennifer Smith,jennifer.smith@point72ass.com
Morgan Stanley IM,MS,Exxon Mobil,XOM,30231G102,26446109,1935957931.61,1.0260,2025-03-31,Increased,13F-HR,Karen Lopez,karen.lopez@morganstan.com
Two Sigma Investments,TWSM,Exxon Mobil,XOM,30231G102,38764563,12892516036.96,6.2258,2025-03-31,Decreased,13F-NT,Nancy Garcia,nancy.garcia@twosigmain.com
JP Morgan Asset Mgmt,JPM,Bank of America,BAC,060505104,35873690,28646110355.45,0.7369,2025-09-30,Unchanged,13F-HR,Lisa Anderson,lisa.anderson@jpmorganas.com
Baupost Group,BPST,Amazon.com Inc,AMZN,023135106,37679932,29701538576.81,4.3974,2025-12-31,Decreased,13F-HR,Nancy Taylor,nancy.taylor@baupostgro.com
Fidelity Investments,FNF,Apple Inc,AAPL,037833100,16444414,3191932714.14,0.4489,2025-03-31,Unchanged,13F-HR,Margaret Williams,margaret.williams@fidelityin.com
Morgan Stanley IM,MS,Apple Inc,AAPL,037833100,26992108,18333034185.29,0.3961,2025-09-30,Unchanged,13F-HR,Karen Williams,karen.williams@morganstan.com
Appaloosa Management,APLS,UnitedHealth Group,UNH,91324P102,23667701,13540416961.75,1.2866,2025-03-31,New,13F-NT,Jennifer Miller,jennifer.miller@appaloosam.com
Two Sigma Investments,TWSM,UnitedHealth Group,UNH,91324P102,10347848,3550283130.68,0.2201,2025-09-30,New,13F-HR,William Taylor,william.taylor@twosigmain.com
DE Shaw & Co,DSHW,Cisco Systems,CSCO,17275R102,13521592,3379972033.84,0.6196,2024-12-31,New,13F-HR,William Smith,william.smith@deshaw&co.com
Baupost Group,BPST,Pfizer Inc,PFE,717081103,14946450,7764222055.65,0.5374,2025-03-31,Increased,13F-HR,Margaret Smith,margaret.smith@baupostgro.com
Two Sigma Investments,TWSM,Amazon.com Inc,AMZN,023135106,5864775,1319368813.59,0.2880,2024-06-30,Increased,13F-HR,Daniel Jackson,daniel.jackson@twosigmain.com
BlackRock Inc,BLK,Berkshire Hathaway,BRK.B,084670702,21179695,7050901210.42,2.7005,2024-03-31,Increased,13F-HR,Susan Anderson,susan.anderson@blackrocki.com
Two Sigma Investments,TWSM,Procter & Gamble,PG,742718109,35517898,26285621898.37,0.5875,2025-12-31,Decreased,13F-HR,Daniel Davis,daniel.davis@twosigmain.com
Bridgewater Associates,BWTR,Berkshire Hathaway,BRK.B,084670702,47275746,1207859008.72,0.7590,2024-03-31,New,13F-HR,William Hernandez,william.hernandez@bridgewate.com
Morgan Stanley IM,MS,Adobe Inc,ADBE,00724F101,27247202,5613388706.30,2.3816,2024-12-31,Decreased,13F-HR,James Davis,james.davis@morganstan.com
Appaloosa Management,APLS,Berkshire Hathaway,BRK.B,084670702,9156413,299126625.86,0.4774,2024-03-31,Increased,13F-HR,Susan Brown,susan.brown@appaloosam.com
Renaissance Technologies,RNTC,JPMorgan Chase,JPM,46625H100,45538595,35192476575.47,5.6281,2025-09-30,Decreased,13F-NT,Daniel Williams,daniel.williams@renaissanc.com
BlackRock Inc,BLK,Procter & Gamble,PG,742718109,44403945,13722829768.83,0.6373,2025-09-30,Unchanged,13F-HR,William Smith,william.smith@blackrocki.com
Two Sigma Investments,TWSM,Home Depot,HD,437076102,31192569,16702594403.81,0.4310,2024-06-30,Decreased,13F-NT,Patricia Taylor,patricia.taylor@twosigmain.com
DE Shaw & Co,DSHW,Johnson & Johnson,JNJ,478160104,20257691,8357083459.32,0.3274,2024-06-30,Unchanged,13F-HR,Steven Garcia,steven.garcia@deshaw&co.com
Morgan Stanley IM,MS,Adobe Inc,ADBE,00724F101,12105550,1003201085.72,0.5160,2025-12-31,Unchanged,13F-HR,Steven Garcia,steven.garcia@morganstan.com
JP Morgan Asset Mgmt,JPM,Alphabet Inc,GOOGL,02079K305,47087994,31386106301.19,6.3457,2024-09-30,Increased,13F-HR,Lisa Thomas,lisa.thomas@jpmorganas.com
Two Sigma Investments,TWSM,UnitedHealth Group,UNH,91324P102,48451177,34279221013.87,0.6827,2024-06-30,Increased,13F-HR,Mark Anderson,mark.anderson@twosigmain.com
Bridgewater Associates,BWTR,JPMorgan Chase,JPM,46625H100,47763701,16530915462.54,0.7743,2025-06-30,New,13F-HR,Robert Garcia,robert.garcia@bridgewate.com
Baupost Group,BPST,JPMorgan Chase,JPM,46625H100,15817288,8645271078.83,0.7317,2024-06-30,Unchanged,13F-HR,Patricia Thompson,patricia.thompson@baupostgro.com
Fidelity Investments,FNF,Netflix Inc,NFLX,64110L106,31075602,9740651701.54,0.4959,2024-06-30,Decreased,13F-HR,Jennifer Garcia,jennifer.garcia@fidelityin.com
Appaloosa Management,APLS,Apple Inc,AAPL,037833100,8915716,3468245608.55,0.2532,2025-06-30,Unchanged,13F-HR,Thomas Lopez,thomas.lopez@appaloosam.com
Appaloosa Management,APLS,Procter & Gamble,PG,742718109,32898120,25914613437.70,3.9272,2025-03-31,Increased,13F-HR,Margaret Johnson,margaret.johnson@appaloosam.com
Goldman Sachs AM,GS,Intel Corp,INTC,458140100,47130714,1743470062.97,0.7047,2025-06-30,Increased,13F-HR,Jennifer Rodriguez,jennifer.rodriguez@goldmansac.com
DE Shaw & Co,DSHW,Microsoft Corp,MSFT,594918104,31192271,24007732300.57,0.9852,2024-03-31,New,13F-HR,Sarah Smith,sarah.smith@deshaw&co.com
Renaissance Technologies,RNTC,Bank of America,BAC,060505104,13080885,3195741490.92,0.7964,2024-12-31,Increased,13F-HR,James Lopez,james.lopez@renaissanc.com
Baupost Group,BPST,Exxon Mobil,XOM,30231G102,44814185,5996541036.92,0.7796,2024-06-30,Decreased,13F-HR,Dorothy Moore,dorothy.moore@baupostgro.com
Capital Group,CGBL,Procter & Gamble,PG,742718109,37079772,6320791382.10,2.1689,2025-03-31,Increased,13F-HR,Michael Moore,michael.moore@capitalgro.com
BlackRock Inc,BLK,Johnson & Johnson,JNJ,478160104,10179530,5621662805.58,0.1983,2024-09-30,Increased,13F-HR,Michael Davis,michael.davis@blackrocki.com
Two Sigma Investments,TWSM,Johnson & Johnson,JNJ,478160104,12003251,1668104856.34,0.3196,2024-06-30,Increased,13F-NT,Patricia Smith,patricia.smith@twosigmain.com
State Street Corp,STT,Alphabet Inc,GOOGL,02079K305,21817076,12631625843.09,0.4402,2024-06-30,Unchanged,13F-HR,Jennifer Martinez,jennifer.martinez@statestree.com
State Street Corp,STT,Netflix Inc,NFLX,64110L106,11987154,1086656235.19,0.2189,2024-12-31,New,13F-HR,Susan Johnson,susan.johnson@statestree.com
Capital Group,CGBL,Home Depot,HD,437076102,47138640,11991880857.18,0.6696,2024-12-31,Increased,13F-HR,Margaret Jones,margaret.jones@capitalgro.com
Morgan Stanley IM,MS,Cisco Systems,CSCO,17275R102,23628442,9822881371.45,1.2889,2024-03-31,New,13F-HR,Steven Johnson,steven.johnson@morganstan.com
Point72 Asset Mgmt,PT72,Johnson & Johnson,JNJ,478160104,34043135,19924477843.68,0.6272,2025-03-31,Increased,13F-HR,Lisa Martin,lisa.martin@point72ass.com
T. Rowe Price,TROW,Salesforce Inc,CRM,79466L302,16428232,10688826680.55,0.4395,2025-03-31,Decreased,13F-HR,James Lopez,james.lopez@troweprice.com
BlackRock Inc,BLK,Amazon.com Inc,AMZN,023135106,8809057,4676583645.08,0.2124,2024-03-31,New,13F-NT,Michael Lopez,michael.lopez@blackrocki.com
Appaloosa Management,APLS,Berkshire Hathaway,BRK.B,084670702,14735136,3431659091.67,0.5698,2025-12-31,Increased,13F-HR,Daniel Anderson,daniel.anderson@appaloosam.com
Citadel Advisors,CDLC,Adobe Inc,ADBE,00724F101,11595906,581706638.97,0.2040,2024-06-30,Decreased,13F-NT,Jennifer Rodriguez,jennifer.rodriguez@citadeladv.com
State Street Corp,STT,Adobe Inc,ADBE,00724F101,13007555,10237870149.74,0.5438,2025-06-30,Increased,13F-HR,Daniel Smith,daniel.smith@statestree.com
Millennium Management,MLNM,Chevron Corp,CVX,166764100,47680964,5245673550.05,0.7559,2025-06-30,Unchanged,13F-HR,Karen White,karen.white@millennium.com
Millennium Management,MLNM,Tesla Inc,TSLA,88160R101,45425799,1054632173.52,1.2443,2024-03-31,Decreased,13F-HR,Lisa Taylor,lisa.taylor@millennium.com
Vanguard Group,VGI,Johnson & Johnson,JNJ,478160104,20636152,8311973047.29,0.3884,2024-12-31,Increased,13F-HR,Sarah Anderson,sarah.anderson@vanguardgr.com
Fidelity Investments,FNF,NVIDIA Corp,NVDA,67066G104,30798057,770179711.88,1.4702,2024-12-31,New,13F-NT,David White,david.white@fidelityin.com
BlackRock Inc,BLK,Adobe Inc,ADBE,00724F101,29820342,6539111953.09,1.5529,2025-06-30,Unchanged,13F-NT,Susan Lopez,susan.lopez@blackrocki.com
Citadel Advisors,CDLC,UnitedHealth Group,UNH,91324P102,42705857,32198731287.86,0.8927,2024-06-30,Decreased,13F-NT,Sarah White,sarah.white@citadeladv.com
AQR Capital Management,AQRC,Berkshire Hathaway,BRK.B,084670702,40725272,19432845641.15,5.3958,2025-03-31,Decreased,13F-NT,Robert Anderson,robert.anderson@aqrcapital.com
Capital Group,CGBL,Walt Disney Co,DIS,254687106,28301839,19084543606.30,1.3640,2025-12-31,Unchanged,13F-HR,,
Capital Group,CGBL,Microsoft Corp,MSFT,594918104,1616013,902117151.31,0.0340,2025-09-30,Unchanged,13F-HR,Richard Jackson,richard.jackson@capitalgro.com
Fidelity Investments,FNF,Pfizer Inc,PFE,717081103,45846110,18687204555.83,0.7317,2024-12-31,Increased,13F-NT,Michael Anderson,michael.anderson@fidelityin.com
Capital Group,CGBL,Intel Corp,INTC,458140100,43993187,17947056102.02,2.4860,2024-03-31,Unchanged,13F-HR,Mark Thomas,mark.thomas@capitalgro.com
Wellington Management,WMGI,Walt Disney Co,DIS,254687106,30497616,22730846621.00,0.4553,2025-06-30,Decreased,13F-HR,Mark Garcia,mark.garcia@wellington.com
Fidelity Investments,FNF,Home Depot,HD,437076102,38913258,25836898961.10,0.6233,2025-12-31,Increased,13F-HR,Thomas Thomas,thomas.thomas@fidelityin.com
T. Rowe Price,TROW,Apple Inc,AAPL,037833100,19808742,9168859602.96,0.5279,2025-06-30,Increased,13F-HR,Sarah Lopez,sarah.lopez@troweprice.com
Renaissance Technologies,RNTC,Netflix Inc,NFLX,64110L106,33122024,7773238791.38,0.4569,2024-03-31,Increased,13F-NT,James Thomas,james.thomas@renaissanc.com
Bridgewater Associates,BWTR,Salesforce Inc,CRM,79466L302,47309589,5671716472.10,1.1031,2025-09-30,Unchanged,13F-HR,Karen Lopez,karen.lopez@bridgewate.com
Baupost Group,BPST,Netflix Inc,NFLX,64110L106,49823870,33043224618.94,0.7253,2024-12-31,Increased,13F-HR,Elizabeth Thompson,elizabeth.thompson@baupostgro.com
Baupost Group,BPST,Adobe Inc,ADBE,00724F101,11845648,768507925.51,0.1901,2024-12-31,Decreased,13F-HR,Thomas Davis,thomas.davis@baupostgro.com
State Street Corp,STT,UnitedHealth Group,UNH,91324P102,46630770,34989033103.43,2.2363,2025-03-31,Unchanged,13F-HR,Karen Anderson,karen.anderson@statestree.com
AQR Capital Management,AQRC,Bank of America,BAC,060505104,6052992,2345088679.60,0.1927,2024-06-30,Unchanged,13F-NT,Richard Hernandez,richard.hernandez@aqrcapital.com
Capital Group,CGBL,NVIDIA Corp,NVDA,67066G104,9298515,7340271581.60,0.1447,2025-03-31,Unchanged,13F-NT,Thomas Miller,thomas.miller@capitalgro.com
AQR Capital Management,AQRC,Berkshire Hathaway,BRK.B,084670702,41155008,28336999916.65,5.4548,00-00-0000,Increased,13F-HR,Jennifer Jones,jennifer.jones@aqrcapital.com
Point72 Asset Mgmt,PT72,NVIDIA Corp,NVDA,67066G104,44178327,886515008.96,2.4666,2025-09-30,Increased,13F-NT,Nancy Martinez,nancy.martinez@point72ass.com
BlackRock Inc,BLK,Bank of America,BAC,060505104,48514721,28112863213.09,4.5495,2024-03-31,Increased,13F-HR,Michael Williams,michael.williams@blackrocki.com
Citadel Advisors,CDLC,Cisco Systems,CSCO,17275R102,7447554,1065756169.33,0.1062,2024-06-30,Increased,13F-HR,Richard Lopez,richard.lopez@citadeladv.com
Baupost Group,BPST,Chevron Corp,CVX,166764100,19547824,4335224120.06,0.5550,2024-03-31,Unchanged,13F-HR,Thomas Jackson,thomas.jackson@baupostgro.com
Appaloosa Management,APLS,Intel Corp,INTC,458140100,29194842,1689330530.98,1.7073,2025-12-31,Unchanged,13F-HR,David Martin,david.martin@appaloosam.com
Morgan Stanley IM,MS,Home Depot,HD,437076102,12954152,9179209255.48,0.3293,2025-06-30,New,13F-HR,Sarah Johnson,sarah.johnson@morganstan.com
Two Sigma Investments,TWSM,Coca-Cola Co,KO,191216100,40029014,24126360599.00,0.9997,2025-09-30,Unchanged,13F-HR,Dorothy Brown,dorothy.brown@twosigmain.com
JP Morgan Asset Mgmt,JPM,Netflix Inc,NFLX,64110L106,5903562,2708241613.40,0.9078,2024-09-30,Decreased,13F-HR,David Jackson,david.jackson@jpmorganas.com
Vanguard Group,VGI,Bank of America,BAC,060505104,33242505,4407867366.60,0.6512,2024-06-30,Unchanged,13F-HR,Elizabeth Davis,elizabeth.davis@vanguardgr.com
T. Rowe Price,TROW,Tesla Inc,TSLA,88160R101,26941612,2823382987.07,0.3776,2025-06-30,New,13F-HR,Michael Moore,michael.moore@troweprice.com
JP Morgan Asset Mgmt,JPM,Berkshire Hathaway,BRK.B,084670702,11640849,292385791.75,0.9537,2024-12-31,New,13F-HR,Thomas Williams,thomas.williams@jpmorganas.com
Fidelity Investments,,Home Depot,HD,437076102,8255088,2405716527.58,0.1997,2024-03-31,Unchanged,13F-HR,Lisa White,lisa.white@fidelityin.com
Baupost Group,BPST,Amazon.com Inc,AMZN,023135106,8210833,3617693543.68,0.5374,2025-03-31,Increased,13F-NT,Susan Johnson,susan.johnson@baupostgro.com
JP Morgan Asset Mgmt,JPM,Tesla Inc,TSLA,88160R101,38454312,29791492277.81,0.5513,2024-03-31,Increased,13F-NT,Karen Jones,karen.jones@jpmorganas.com
DE Shaw & Co,DSHW,Chevron Corp,CVX,166764100,4153190,1491806518.86,0.0547,2025-12-31,Decreased,13F-HR,Daniel Martinez,daniel.martinez@deshaw&co.com
BlackRock Inc,BLK,Chevron Corp,CVX,166764100,38825477,12279721621.57,1.7102,2024-06-30,Increased,13F-HR,Thomas Garcia,thomas.garcia@blackrocki.com
Two Sigma Investments,TWSM,Intel Corp,INTC,458140100,4912679,463353808.48,0.6530,2025-03-31,Unchanged,13F-HR,William Davis,william.davis@twosigmain.com
Fidelity Investments,FNF,Adobe Inc,ADBE,00724F101,30156170,23876522315.51,2.0656,2024-12-31,Unchanged,13F-HR,Elizabeth Anderson,elizabeth.anderson@fidelityin.com
AQR Capital Management,AQRC,Procter & Gamble,PG,742718109,47416941,34863650411.25,0.6427,2025-12-31,Increased,13F-HR,Richard Moore,richard.moore@aqrcapital.com
Goldman Sachs AM,GS,Tesla Inc,TSLA,88160R101,3987221,170800500.73,0.0758,2025-12-31,New,13F-HR,William Jackson,william.jackson@goldmansac.com
State Street Corp,STT,Salesforce Inc,CRM,79466L302,133890,10720934.32,0.0024,2024-03-31,Increased,13F-HR,Jennifer Davis,jennifer.davis@statestree.com
DE Shaw & Co,DSHW,Walt Disney Co,DIS,254687106,39674190,2772707734.37,0.9891,2024-09-30,Unchanged,13F-NT,David Martin,david.martin@deshaw&co.com
Wellington Management,WMGI,Procter & Gamble,PG,742718109,41565040,24578191224.20,-2.0506,2025-12-31,New,13F-HR,Susan Martin,susan.martin@wellington.com
Goldman Sachs AM,GS,Apple Inc,AAPL,037833100,37836713,6234533022.85,0.7714,2024-06-30,Unchanged,13F-HR,Thomas Hernandez,thomas.hernandez@goldmansac.com
JP Morgan Asset Mgmt,JPM,Walt Disney Co,DIS,254687106,8248429,1663199351.79,0.1246,2025-09-30,Increased,13F-NT,Karen Rodriguez,karen.rodriguez@jpmorganas.com
Vanguard Group,VGI,Adobe Inc,ADBE,00724F101,7420893,4982989312.29,0.2200,2024-06-30,Unchanged,13F-HR,Richard Williams,richard.williams@vanguardgr.com
Morgan Stanley IM,MS,Home Depot,HD,437076102,28505219,14675562395.99,0.4182,2024-06-30,Increased,13F-HR,Steven Miller,steven.miller@morganstan.com
Morgan Stanley IM,MS,Pfizer Inc,PFE,717081103,5683048,4524685035.37,0.1094,2025-03-31,Increased,13F-NT,Mark Davis,mark.davis@morganstan.com
Fidelity Investments,FNF,Meta Platforms,META,30303M102,33721414,14154361884.92,0.5723,2025-12-31,Unchanged,13F-NT,Margaret Thomas,margaret.thomas@fidelityin.com
Vanguard Group,VGI,JPMorgan Chase,JPM,46625H100,3540960,2730225274.41,0.1726,2025-06-30,New,13F-HR,Jennifer Garcia,jennifer.garcia@vanguardgr.com
Point72 Asset Mgmt,PT72,Microsoft Corp,MSFT,594918104,36700786,11808432491.89,1.5379,2024-06-30,Increased,13F-HR,Patricia Johnson,patricia.johnson@point72ass.com
Point72 Asset Mgmt,PT72,Bank of America,BAC,060505104,26607282,15474742763.31,0.7343,2025-09-30,Increased,13F-HR,Steven Miller,steven.miller@point72ass.com
Wellington Management,WMGI,Coca-Cola Co,KO,191216100,18565746,11141814213.54,0.2835,2025-12-31,Unchanged,13F-NT,Lisa Miller,lisa.miller@wellington.com
Fidelity Investments,FNF,NVIDIA Corp,NVDA,67066G104,49910086,39501873011.52,0.8046,2024-12-31,Increased,13F-HR,Sarah Miller,sarah.miller@fidelityin.com
Capital Group,CGBL,Johnson & Johnson,JNJ,478160104,32071853,8381387145.97,0.4257,2024-03-31,Unchanged,13F-HR,Jennifer Anderson,jennifer.anderson@capitalgro.com
AQR Capital Management,AQRC,Microsoft Corp,MSFT,594918104,21151781,1666813992.73,0.3429,2024-06-30,Increased,13F-HR,Susan White,susan.white@aqrcapital.com
Baupost Group,BPST,Tesla Inc,TSLA,88160R101,15745562,9618835949.02,0.2150,2024-12-31,Decreased,13F-HR,Margaret Hernandez,margaret.hernandez@baupostgro.com
DE Shaw & Co,DSHW,UnitedHealth Group,UNH,91324P102,6048501,2427914758.16,0.0914,2025-03-31,New,13F-NT,Robert Thompson,robert.thompson@deshaw&co.com
Wellington Management,WMGI,NVIDIA Corp,NVDA,67066G104,48687371,4721451007.74,0.8520,2024-03-31,Decreased,13F-NT,Nancy Martin,nancy.martin@wellington.com
Baupost Group,BPST,UnitedHealth Group,UNH,91324P102,10891805,2575795601.98,0.5225,2024-03-31,Increased,13F-HR,Robert Davis,robert.davis@baupostgro.com
Millennium Management,MLNM,Coca-Cola Co,KO,191216100,40645568,19120815962.17,0.6219,2025-06-30,Unchanged,13F-HR,Patricia Jackson,patricia.jackson@millennium.com
State Street Corp,STT,Cisco Systems,CSCO,17275R102,15073716,988760475.47,1.2604,2025-09-30,Increased,13F-HR,Robert Rodriguez,robert.rodriguez@statestree.com
Wellington Management,WMGI,Exxon Mobil,XOM,30231G102,14823119,2519696973.35,0.2127,2025-06-30,Unchanged,13F-HR,Dorothy Smith,dorothy.smith@wellington.com
Two Sigma Investments,TWSM,NVIDIA Corp,NVDA,67066G104,14899056,3388769957.87,0.4627,2024-12-31,Increased,13F-HR,Thomas Martin,thomas.martin@twosigmain.com
Baupost Group,BPST,Netflix Inc,NFLX,64110L106,43227,9352734.93,0.0007,2025-12-31,Increased,13F-HR,Patricia Martin,patricia.martin@baupostgro.com
Capital Group,CGBL,NVIDIA Corp,NVDA,67066G104,523771,333854578.81,0.0220,2024-09-30,Unchanged,13F-NT,David Taylor,david.taylor@capitalgro.com
State Street Corp,STT,Visa Inc,V,92826C839,28076297,11160762290.98,1.1509,2024-09-30,Unchanged,13F-HR,Michael Smith,michael.smith@statestree.com
Goldman Sachs AM,GS,Berkshire Hathaway,BRK.B,084670702,18577669,12545236924.57,0.3458,2025-09-30,Unchanged,13F-HR,William Martin,william.martin@goldmansac.com
Capital Group,CGBL,UnitedHealth Group,UNH,91324P102,10700818,3455969728.82,0.1581,2025-09-30,Increased,13F-NT,James Jackson,james.jackson@capitalgro.com
Goldman Sachs AM,GS,Coca-Cola Co,KO,191216100,30137045,6103423565.58,1.9733,2025-03-31,Decreased,13F-NT,Karen Miller,karen.miller@goldmansac.com
Millennium Management,MLNM,Johnson & Johnson,JNJ,478160104,11772246,6114825075.72,0.4935,2024-03-31,Decreased,13F-HR,Jennifer Jackson,jennifer.jackson@millennium.com
Citadel Advisors,CDLC,Microsoft Corp,MSFT,594918104,15753106,3658602046.02,0.3281,2025-03-31,Increased,13F-HR,Michael Smith,michael.smith@citadeladv.com
Morgan Stanley IM,MS,NVIDIA Corp,NVDA,67066G104,47562154,34513578392.80,2.4588,2024-03-31,Increased,13F-HR,Susan Anderson,susan.anderson@morganstan.com
Morgan Stanley IM,MS,Coca-Cola Co,KO,191216100,34150234,24692055579.08,0.5039,2025-06-30,Increased,13F-HR,Margaret Davis,margaret.davis@morganstan.com
Vanguard Group,VGI,Microsoft Corp,MSFT,594918104,43922967,12746409330.14,0.6968,2027-04-20,Decreased,13F-HR,Jennifer Lopez,jennifer.lopez@vanguardgr.com
T. Rowe Price,TROW,Procter & Gamble,PG,742718109,7287492,3774084894.47,0.1003,2024-09-30,Unchanged,13F-HR,Margaret Taylor,margaret.taylor@troweprice.com
Point72 Asset Mgmt,PT72,Home Depot,HD,437076102,25909636,6422850754.97,0.8135,2025-06-30,Unchanged,13F-HR,Elizabeth Moore,elizabeth.moore@point72ass.com
Vanguard Group,VGI,Coca-Cola Co,KO,191216100,29187914,10970109366.17,0.8831,2024-03-31,New,13F-HR,Dorothy Miller,dorothy.miller@vanguardgr.com
Morgan Stanley IM,MS,UnitedHealth Group,UNH,91324P102,5143880,1354527571.73,0.2832,2025-09-30,New,13F-NT,Steven Hernandez,steven.hernandez@morganstan.com
BlackRock Inc,BLK,Pfizer Inc,PFE,717081103,39361466,3585192883.72,0.6710,2024-06-30,Decreased,13F-HR,Thomas Smith,thomas.smith@blackrocki.com
Citadel Advisors,CDLC,Visa Inc,V,92826C839,28261918,10637339471.49,0.5242,2024-09-30,Unchanged,13F-HR,Robert Davis,robert.davis@citadeladv.com
