buyer_name,buyer_ticker,supplier_name,supplier_ticker,relationship_type,supply_concentration_pct,product_category,effective_date,contract_value_usd,supplier_address,contact_email
Intel Corp,INTC,Micron Technology,MU,Direct Supplier,-21.02,NAND Storage,2023-07-13,4386567.96,"396 Tyler Road Suite 473, Evansland, UT 08353",christopher.fry@microntechno.com
Boeing Co,BA,Workday Inc,WDAY,Service Provider,4.23,HR Software,2023-10-10,5054839.27,,
Amazon.com Inc,AMZN,ServiceNow Inc,NOW,Service Provider,16.73,IT Service Management,2023-03-08,8488295.99,"9285 Smith Grove, West Lori, AK 76210",lisa.thompson@servicenowin.com
Chevron Corp,CVX,Baker Hughes,BKR,Direct Supplier,17.02,Oilfield Equipment,2023-12-21,8790779.16,,peter.copeland@bakerhughes.com
JPMorgan Chase,JPM,Iron Mountain,IRM,Service Provider,19.76,Records Management,2024-12-15,1790774.87,"414 Colleen Route Apt. 552, Lake Jason, GA 88909",john.gates@ironmountain.com
Qualcomm Inc,QCOM,Iron Mountain,IRM,Service Provider,6.22,Records Management,2024-02-12,4580678.94,"7561 Oconnell Fords, Parkerview, PR 16218",kimberly.richards@ironmountain.com
Home Depot,HD,IBM Corp,IBM,Service Provider,18.1,IT Infrastructure,2025-05-31,1565927.89,,randy.jones@ibmcorp.com
Adobe Inc,ADBE,IBM Corp,IBM,Service Provider,,IT Infrastructure,2024-02-12,5735135.35,"USNS Martin, FPO AP 70049",james.coffey@ibmcorp.com
Ford Motor Co,F,Workday Inc,WDAY,Service Provider,16.64,Finance,2022-06-11,3564675.68,"8795 Haynes Neck Apt. 149, South Samanthaport, MT 09287",rebecca.dean@workdayinc.com
General Motors,GM,DHL Express,DHL.DE,Logistics Partner,15.84,International Shipping,2025-12-29,3383881.91,"390 Moore River, Williamport, AS 59019",sarah.garcia@dhlexpress.com
Qualcomm Inc,QCOM,UPS Inc,UPS,Logistics Partner,1.91,Supply Chain,2024-03-21,2975464.24,"457 Emily Mall, Port Annehaven, CO 56497",jonathan.barton@upsinc.com
Caterpillar Inc,CAT,Emerson Electric,EMR,Direct Supplier,-97.47,Automation,2024-07-03,7841937.14,"4538 Diana Springs, Juanburgh, CA 08577",kenneth.gutierrez@emersonelect.com
General Motors,GM,Lear Corp,LEA,Direct Supplier,17.47,Electrical Systems,2023-04-20,8753595.87,"39726 Rogers Key Suite 690, Christopherberg, MI 87018",ryan.phillips@learcorp.com
Intel Corp,INTC,Workday Inc,WDAY,Service Provider,16.77,HR Software,2023-02-14,3842273.18,"633 Fischer Harbor, Jerrymouth, MN 06634",jennifer.mills@workdayinc.com
Qualcomm Inc,QCOM,ASE Technology,ASX,Contract Manufacturer,3.78,Testing,2022-05-08,6921418.76,"56658 Lauren River Suite 411, East Mark, NJ 95038",james.bates@asetechnolog.com
Nike Inc,NKE,,,Service Provider,17.6,Data Storage,2025-12-10,6988049.62,,
Starbucks Corp,SBUX,UPS Inc,UPS,Logistics Partner,20.0,Supply Chain,2024-03-06,2487191.31,,kelly.bush@upsinc.com
AMD Inc,AMD,Sumco Corp,3436.T,Direct Supplier,15.92,Silicon Wafers,2024-10-25,6669993.69,"693 Benjamin Union Apt. 983, Williamberg, TX 91628",kimberly.rose@sumcocorp.com
Qualcomm Inc,QCOM,SK Hynix,000660.KS,Direct Supplier,16.38,NAND Flash,2022-09-13,1002052.4,"62284 Jessica Spring Suite 568, Muellerburgh, AL 19137",thomas.gomez@skhynix.com
Intel Corp,INTC,UPS Inc,UPS,Logistics Partner,19.23,Supply Chain,2023-07-25,1489444.81,"51602 Lorraine Islands Apt. 071, Staceymouth, ND 65860",lori.moore@upsinc.com
Nike Inc,NKE,IBM Corp,IBM,Service Provider,19.11,IT Infrastructure,2024-08-03,9432600.41,"PSC 5469, Box 2632, APO AP 96608",christopher.lucas@ibmcorp.com
Salesforce Inc,CRM,Akamai Technologies,AKAM,Service Provider,17.34,CDN,2024-12-23,6518437.99,"1307 Lauren Passage Suite 148, Erinview, ME 26561",duane.hopkins@akamaitechno.com
General Electric,GE,Cyberdyne Systems,CYBD,Service Provider,5.13,Consulting,2025-02-03,8904750.31,"27383 Elizabeth Pike, South Franciscobury, MD 62121",paul.clark@accentureplc.com
AMD Inc,AMD,Applied Materials,AMAT,Direct Supplier,17.32,Etch Systems,2023-06-11,6385785.18,"80245 Brown Keys Apt. 565, West Eric, KY 84506",frederick.taylor@appliedmater.com
Broadcom Inc,AVGO,SAP SE,SAP,Service Provider,15.64,Business Software,TBD,6623639.52,"986 Thompson Curve, Port Angela, IN 78147",erin.king@sapse.com
Starbucks Corp,SBUX,Workday Inc,WDAY,Service Provider,10.75,HR Software,2023-03-08,2619227.8,"953 Kennedy Cliffs Apt. 493, South Joystad, TX 88318",stefanie.gordon@workdayinc.com
NVIDIA Corp,NVDA,Samsung Electronics,005930.KS,Contract Manufacturer,15.28,Foundry Services,2022-01-15,6669956.67,"163 Randall Freeway Apt. 736, South Kaitlynshire, VT 40642",gina.jones@samsungelect.com
Nike Inc,NKE,Workday Inc,WDAY,Service Provider,16.36,Finance,2024-12-06,1109381.14,"92587 Chan Grove, West Thomas, PR 40296",eric.moore@workdayinc.com
Tesla Inc,TSLA,Aptiv PLC,APTV,Direct Supplier,19.58,Wiring Harnesses,2023-10-23,8515776.11,,
Home Depot,HD,IBM Corp,IBM,Service Provider,-62.18,IT Infrastructure,2024-11-03,4063682.15,"0578 Ricky Prairie, West Pennyside, MD 08895",melanie.wallace@ibmcorp.com
Microsoft Corp,MSFT,DHL Express,DHL.DE,Logistics Partner,13.22,International Shipping,2024-05-13,8397356.1,"071 Edward Common, North Victoria, OR 85415",kristi.baldwin@dhlexpress.com
Tesla Inc,TSLA,Nvidia Corp,NVDA,Direct Supplier,low,Autonomous Driving Chips,2022-05-13,1435728.27,,
AMD Inc,AMD,Entegris Inc,ENTG,Direct Supplier,15.5,Specialty Chemicals,2024-03-19,9350974.64,,
Broadcom Inc,AVGO,Iron Mountain,IRM,Service Provider,14.88,Data Storage,2025-09-05,7533837.71,,
FactSet Research,FDS,Accenture plc,ACN,Service Provider,13.43,IT Services,2022-11-02,8661387.9,"33295 Howard Forges, West Danielleberg, NC 51209",alexis.ramirez@accentureplc.com
Qualcomm Inc,QCOM,Applied Materials,AMAT,Direct Supplier,6.96,Deposition Equipment,2025-05-15,9054589.1,,
Ford Motor Co,F,Magna International,MGA,Contract Manufacturer,18.63,Body Assemblies,2024-07-20,1821704.62,"48933 Shelley Viaduct Apt. 454, Lake Lisa, NV 74762",vanessa.baker@magnainterna.com
General Motors,GM,Continental AG,CON.DE,Direct Supplier,16.56,Tires,2025-12-05,684411.13,"USS Smith, FPO AP 81720",rebekah.barajas@continentala.com
Home Depot,HD,SAP SE,SAP,Service Provider,,ERP,2023-10-18,9147588.46,"8698 Wiggins Prairie, Fieldsmouth, UT 64666",roger.anderson@sapse.com
Boeing Co,BA,Honeywell Intl,HON,Direct Supplier,16.51,APUs,2024-02-29,8910737.55,"47966 Buck Shore, Palmertown, ID 13283",brandon.baird@honeywellint.com
Nike Inc,NKE,Deloitte,DLT,Service Provider,9.02,Consulting,2024-06-19,7070613.12,,
PepsiCo Inc,PEP,SAP SE,SAP,Service Provider,13.27,Business Software,2023-06-03,9400455.6,,
Merck & Co,MRK,Lonza Group,LONN.SW,Contract Manufacturer,18.5,Drug Substance,2023-02-22,3434916.06,"98554 Brown Rue Apt. 585, Port Steveport, SD 27124",aaron.finley@lonzagroup.com
Intel Corp,INTC,Applied Materials,AMAT,Direct Supplier,7.39,Deposition Equipment,2025-07-28,4356595.16,,megan.robles@appliedmater.com
Tesla Inc,TSLA,Panasonic Holdings,6752.T,Direct Supplier,14.24,Battery Packs,2024-11-09,4026799.92,"018 Nicholas Motorway, Ericport, VA 43018",molly.knight@panasonichol.com
Boeing Co,BA,Deloitte,DLT,Service Provider,6.45,Consulting,2025-06-01,50850.0,,gregory.davis@deloitte.com
Nike Inc,NKE,ServiceNow Inc,NOW,Service Provider,12.8,IT Service Management,2024-07-31,119324.85,,
Merck & Co,MRK,Danaher Corp,DHR,Direct Supplier,17.3,Bioprocessing,2024-03-06,128267.76,"03203 Brooke Plaza Apt. 114, North Jasonfort, GU 15807",madison.allen@danahercorp.com
Costco Wholesale,COST,SAP SE,SAP,Service Provider,19.32,ERP,2022-12-18,9021519.9,"80549 Jonathan Motorway Suite 473, Daniellestad, WI 19001",micheal.miller@sapse.com
Caterpillar Inc,CAT,ServiceNow Inc,NOW,Service Provider,18.71,IT Service Management,2023-02-14,5942658.99,"27169 Alicia Port, Stevensshire, AZ 97139",james.moran@servicenowin.com
Starbucks Corp,SBUX,Iron Mountain,IRM,Service Provider,18.81,Records Management,2023-03-06,8961116.9,"24644 Wilson Light, Port Phillipchester, NH 84897",meredith.young@ironmountain.com
Tesla Inc,TSLA,BorgWarner Inc,BWA,Direct Supplier,10.79,Electric Drive Modules,2022-11-13,4748209.91,,
Merck & Co,MRK,Accenture plc,ACN,Service Provider,3.55,Consulting,2022-06-22,2985727.77,"1578 Carol Mountain Apt. 028, Port Charlesport, CT 82035",brittany.mclean@accentureplc.com
FactSet Research,FDS,UPS Inc,UPS,Logistics Partner,9.28,Shipping,2024-08-06,6700331.9,"Unit 8705 Box 7162, DPO AP 66942",daniel.mathis@upsinc.com
Intel Corp,INTC,Tokyo Electron,8035.T,Direct Supplier,18.26,Etch Systems,2023-12-22,3021195.89,"49818 Brittany Prairie Apt. 299, Meganshire, AZ 04219",meghan.king@tokyoelectro.com
Lockheed Martin,LMT,General Dynamics,GD,Tier 2 Supplier,3.1,IT Services,2022-10-06,4983369.4,"89156 Lopez Harbors, Crawfordfort, NV 97796",jeremy.burnett@generaldynam.com
Lockheed Martin,LMT,IBM Corp,IBM,Service Provider,13.93,Cloud,2025-06-30,5373547.71,,
Alphabet Inc,GOOGL,Workday Inc,WDAY,Service Provider,14.41,Finance,2025-10-07,1851625.55,,jonathan.grant@workdayinc.com
Procter & Gamble,PG,Iron Mountain,IRM,Service Provider,10.45,Records Management,2024-06-12,693344.73,"0554 Thomas Falls Suite 991, Kellyside, HI 63187",logan.curry@ironmountain.com
Adobe Inc,ADBE,Palo Alto Networks,PANW,Service Provider,12.65,Network Security,2022-09-16,7877101.15,,
Tesla Inc,TSLA,UPS Inc,UPS,Logistics Partner,18.86,Shipping,2023-04-27,964001.09,"2725 Nichols Flat, Mckaymouth, PW 37252",alex.reid@upsinc.com
Alphabet Inc,GOOGL,ServiceNow Inc,NOW,Service Provider,7.09,IT Service Management,2025-05-18,627877.46,,
Amazon.com Inc,AMZN,Iron Mountain,IRM,Service Provider,17.4,Data Storage,2024-08-22,9972454.2,"91210 Johnson Estate Suite 453, Williamschester, AR 75671",michael.pearson@ironmountain.com
FactSet Research,FDS,Iron Mountain,IRM,Service Provider,12.17,Data Storage,2025-05-20,7921699.01,,katrina.kirk@ironmountain.com
Home Depot,HD,Iron Mountain,IRM,Service Provider,,Data Storage,2025-11-05,4809743.44,,andrew.gardner@ironmountain.com
FactSet Research,FDS,UPS Inc,UPS,Logistics Partner,low,Supply Chain,2023-05-27,3561758.86,,
Adobe Inc,ADBE,Equinix Inc,EQIX,Service Provider,2.94,Data Center Colocation,2022-10-14,1258459.89,"491 Linda Cove Apt. 096, South Karenside, CT 83538",amy.james@equinixinc.com
Procter & Gamble,PG,FedEx Corp,FDX,Logistics Partner,17.07,Express Delivery,2022-10-31,1280359.63,"909 Glenn Estate Suite 333, North Susan, IA 47361",nicole.allen@fedexcorp.com
Nike Inc,NKE,,,Service Provider,1.2,Consulting,2022-12-03,6796425.34,"422 Corey Ferry Suite 219, Leehaven, CO 88077",james.jimenez@deloitte.com
Salesforce Inc,CRM,Snowflake Inc,SNOW,Service Provider,7.24,Data Warehousing,2023-10-22,6102559.37,"PSC 8460, Box 8106, APO AE 07456",jennifer.craig@snowflakeinc.com
Tesla Inc,TSLA,,,Service Provider,9.44,Cloud,2025-05-10,96424.04,"863 Kimberly Circle Apt. 712, North Margaretview, FL 25858",kelly.flores@ibmcorp.com
Amazon.com Inc,AMZN,ServiceNow Inc,NOW,Service Provider,18.67,IT Service Management,2022-10-04,1109232.83,,
Qualcomm Inc,QCOM,ServiceNow Inc,NOW,Service Provider,8.25,IT Service Management,2025-09-12,6901079.03,"37983 Jeanne Trace, Taylorberg, NV 33283",anna.ramos@servicenowin.com
Chevron Corp,CVX,Schlumberger,SLB,Service Provider,13.28,Reservoir Characterization,2024-03-21,1821084.41,"054 Michelle Tunnel, West Benjaminfort, NE 02323",debra.mcdonald@schlumberger.com
General Electric,GE,UPS Inc,UPS,Logistics Partner,6.41,Supply Chain,2023-01-17,9369257.01,"61675 Ramos Camp, East Angelaport, FM 93045",jose.cooper@upsinc.com
Caterpillar Inc,CAT,,,Direct Supplier,11.84,Automation,2024-03-17,3652405.43,"665 Wilkerson Gardens Suite 781, Port Vicki, NC 72368",jennifer.gonzalez@emersonelect.com
Merck & Co,MRK,Workday Inc,WDAY,Service Provider,14.83,Finance,2023-11-11,6871843.52,"410 Danielle Curve, North Vanessamouth, HI 78546",charles.woodward@workdayinc.com
Texas Instruments,TXN,Tokyo Electron,8035.T,Direct Supplier,11.71,Etch Systems,2023-09-06,5977019.87,"051 Jensen Inlet Suite 359, Brooksbury, MP 38131",theresa.newman@tokyoelectro.com
Tesla Inc,TSLA,SAP SE,SAP,Service Provider,2.09,ERP,2023-08-27,1618265.5,,anthony.miller@sapse.com
Intel Corp,INTC,ASML Holding,ASML,Direct Supplier,4.77,DUV Systems,2023-02-14,7790691.22,"4851 Owens Villages, New Sarahland, DE 12371",robert.reid@asmlholding.com
Ford Motor Co,F,Deloitte,DLT,Service Provider,17.5,Audit,2024-02-11,8144883.4,,
Apple Inc,AAPL,FedEx Corp,FDX,Logistics Partner,1.02,Express Delivery,2024-06-30,1189617.66,"USNS Meyers, FPO AA 17157",john.lowe@fedexcorp.com
Costco Wholesale,COST,Workday Inc,WDAY,Service Provider,6.8,HR Software,2025-09-19,6022013.78,,
Chevron Corp,CVX,Iron Mountain,IRM,Service Provider,1.93,Records Management,2023-03-29,6079238.56,"528 Alexis Meadow Apt. 537, North Davidview, GA 86675",andrea.chan@ironmountain.com
Coca-Cola Co,KO,DHL Express,DHL.DE,Logistics Partner,6.48,International Shipping,2024-03-20,75150.49,,
Procter & Gamble,PG,Iron Mountain,IRM,Service Provider,10.89,Records Management,2024-01-06,4287892.34,,
Merck & Co,MRK,IBM Corp,IBM,Service Provider,18.98,IT Infrastructure,2025-01-29,2677179.9,"98042 Bell Inlet, New Leah, MD 32951",amanda.chan@ibmcorp.com
Home Depot,HD,UPS Inc,UPS,Logistics Partner,5.06,Shipping,2024-02-16,9991316.33,,hailey.bender@upsinc.com
Home Depot,HD,DHL Express,DHL.DE,Logistics Partner,3.46,International Shipping,2023-10-26,5909078.39,"1126 Jennifer Run Apt. 069, Sherrychester, MD 64776",eric.cole@dhlexpress.com
Merck & Co,MRK,Accenture plc,ACN,Service Provider,13.35,IT Services,2023-08-08,8401142.52,,
Intel Corp,INTC,ASML Holding,ASML,Direct Supplier,6.51,DUV Systems,2024-03-15,9567362.03,,matthew.morris@asmlholding.com
FactSet Research,FDS,Iron Mountain,IRM,Service Provider,18.52,Data Storage,2025-08-24,7192395.84,,
Tesla Inc,TSLA,ServiceNow Inc,NOW,Service Provider,3.61,IT Service Management,2025-07-13,5777925.45,"010 Lewis Drive Suite 143, Davidbury, MT 84249",heather.taylor@servicenowin.com
Tesla Inc,TSLA,CATL,300750.SZ,Direct Supplier,16.18,Battery Systems,2022-08-16,9747864.58,"0413 Fox Causeway Suite 931, Jameshaven, WA 25352",steven.simpson@catl.com
Lockheed Martin,LMT,L3Harris Technologies,LHX,Direct Supplier,15.79,Electronic Warfare,2024-06-11,3141271.05,,
Caterpillar Inc,CAT,Workday Inc,WDAY,Service Provider,3.01,Finance,2022-07-21,2624446.79,"386 Martinez Forest, West Marcustown, MO 86221",daniel.murphy@workdayinc.com
Caterpillar Inc,CAT,Accenture plc,ACN,Service Provider,17.7,Consulting,2025-11-26,7268635.19,,
Nike Inc,NKE,IBM Corp,IBM,Service Provider,5.32,IT Infrastructure,2024-07-25,8309275.65,"8144 Adam Summit Suite 075, Williamsbury, WI 16627",trevor.martinez@ibmcorp.com
Cisco Systems,CSCO,DHL Express,DHL.DE,Logistics Partner,7.62,International Shipping,2023-12-02,9547871.31,,
Texas Instruments,TXN,Lam Research,LRCX,Direct Supplier,17.2,Etch Equipment,2025-11-22,3029687.5,"USCGC Banks, FPO AE 93192",derek.moore@lamresearch.com
Caterpillar Inc,CAT,SAP SE,SAP,Service Provider,18.9,ERP,2025-03-15,3359610.48,"30144 Hill Coves Suite 294, Lake Brianchester, NM 43506",lisa.williams@sapse.com
Merck & Co,MRK,Iron Mountain,IRM,Service Provider,6.67,Records Management,2022-08-10,4843297.27,"USNS Smith, FPO AE 48937",anthony.orr@ironmountain.com
AMD Inc,AMD,SAP SE,SAP,Service Provider,12.42,Business Software,2025-11-08,2386857.4,"3355 Rodney Extension Apt. 294, Kinghaven, DE 15408",david.yates@sapse.com
Broadcom Inc,AVGO,Accenture plc,ACN,Service Provider,2.9,IT Services,2023-11-18,5394282.93,,
PepsiCo Inc,PEP,UPS Inc,UPS,Logistics Partner,8.84,Supply Chain,2022-01-28,5788768.83,"05976 Taylor Pines Suite 078, Jenniferfurt, KS 02277",mary.crawford@upsinc.com
Nike Inc,NKE,UPS Inc,UPS,Logistics Partner,10.64,Supply Chain,2023-08-21,6501288.01,"241 Blake Manors, South Dorothyview, TN 97406",jamie.carter@upsinc.com
Texas Instruments,TXN,ASE Technology,ASX,Contract Manufacturer,8.92,Testing,2024-07-03,3280093.87,"Unit 5867 Box 7546, DPO AA 72790",elizabeth.lewis@asetechnolog.com
Johnson & Johnson,JNJ,Avantor Inc,AVTR,Direct Supplier,15.38,Biopharma Materials,2025-02-24,1221721.91,"217 Stanley Spur Suite 733, Port Paula, KS 48139",jennifer.lambert@avantorinc.com
Texas Instruments,TXN,Tokyo Electron,8035.T,Direct Supplier,13.38,Coater/Developer,2022-04-25,2969009.37,"USNV Walker, FPO AP 23484",tanya.steele@tokyoelectro.com
Texas Instruments,TXN,Entegris Inc,ENTG,Direct Supplier,4.48,Filtration,2025-11-11,9672056.66,"00398 Mason Throughway Apt. 646, Marthaport, WA 78725",jill.torres@entegrisinc.com
Procter & Gamble,PG,UPS Inc,UPS,Logistics Partner,13.21,Supply Chain,2023-02-12,9004706.79,"296 Joseph Prairie, Port Nancyport, CA 56677",susan.peters@upsinc.com
Adobe Inc,ADBE,Accenture plc,ACN,Service Provider,14.05,IT Services,2025-08-03,6034965.35,,jennifer.wilson@accentureplc.com
Ford Motor Co,F,Robert Bosch,BOSCH.DE,Direct Supplier,17.81,ABS Systems,2023-11-13,9250954.8,"USCGC Parks, FPO AE 07906",emily.duncan@robertbosch.com
JPMorgan Chase,JPM,SS&C Technologies,SSNC,Service Provider,pending,Risk Analytics,2023-12-07,4098903.21,"21461 Salazar Summit Apt. 476, North Eduardochester, TN 99833",brenda.gonzalez@ss&ctechnolo.com
Salesforce Inc,CRM,CrowdStrike,CRWD,Service Provider,8.25,Endpoint Security,2022-04-05,9707918.22,,benjamin.owens@crowdstrike.com
General Electric,GE,FedEx Corp,FDX,Logistics Partner,6.5,Freight,2024-09-04,7016131.24,"USS Ballard, FPO AA 49530",tasha.bailey@fedexcorp.com
Salesforce Inc,CRM,DHL Express,DHL.DE,Logistics Partner,13.86,International Shipping,2023-11-21,5865555.92,,
Broadcom Inc,AVGO,Lam Research,LRCX,Direct Supplier,5.31,Etch Equipment,2023-01-23,4110339.37,,
Adobe Inc,ADBE,FedEx Corp,FDX,Logistics Partner,2.13,Express Delivery,2024-09-15,7160140.58,,natalie.gomez@fedexcorp.com
Boeing Co,BA,General Electric,GE,Direct Supplier,5.93,Power Systems,2023-03-31,8176197.4,"48889 Clinton Mount Suite 224, Pamelabury, IN 34087",adam.joyce@generalelect.com
Texas Instruments,TXN,Deloitte,DLT,Service Provider,17.33,Audit,2023-10-12,3851009.28,"564 Adkins Ports Suite 605, Parksview, OK 51202",heidi.archer@deloitte.com
Eli Lilly,LLY,Catalent Inc,CTLT,Contract Manufacturer,10.67,Fill/Finish,2023-01-11,4390592.59,"4214 Steven Neck Apt. 559, Lake Dean, NJ 62662",alexis.wilson@catalentinc.com
Alphabet Inc,GOOGL,,,Logistics Partner,19.75,International Shipping,2023-10-11,1363229.66,"43961 David Summit Apt. 093, Lake Sean, CT 10315",judith.ward@dhlexpress.com
Eli Lilly,LLY,Catalent Inc,CTLT,Contract Manufacturer,17.22,Drug Delivery,2025-09-28,5802022.52,"124 Kimberly Junctions, Josephburgh, NC 52035",christine.jennings@catalentinc.com
Starbucks Corp,SBUX,UPS Inc,UPS,Logistics Partner,2.62,Supply Chain,2024-10-24,4373186.56,"557 Anthony Court Apt. 432, East Joan, VA 24014",brandi.buckley@upsinc.com
Coca-Cola Co,KO,UPS Inc,UPS,Logistics Partner,10.61,Shipping,2025-07-24,1184744.94,,eric.wheeler@upsinc.com
NVIDIA Corp,NVDA,Soylent Corp,SOYL,Direct Supplier,9.96,DRAM Modules,2024-02-24,9206254.13,"1968 Jacqueline Freeway, Aarontown, MN 73688",andrea.ryan@microntechno.com
Netflix Inc,NFLX,Workday Inc,WDAY,Service Provider,4.97,HR Software,2025-04-24,3297652.71,,
Ford Motor Co,F,Accenture plc,ACN,Service Provider,6.14,IT Services,2022-07-21,2590671.99,"1134 Lindsey Plains Suite 169, Kelseyfort, AZ 69024",christopher.smith@accentureplc.com
Goldman Sachs,GS,Fiserv Inc,FI,Service Provider,7.64,Digital Banking,2025-09-03,8909725.77,"19379 Sandra Fords Suite 365, Thompsonfurt, NH 56556",lindsay.mckinney@fiservinc.com
Ford Motor Co,F,Denso Corp,6902.T,Tier 2 Supplier,10.99,HVAC Systems,2024-11-12,9758283.1,,
Apple Inc,AAPL,Texas Instruments,TXN,Direct Supplier,11.91,Power Management ICs,2024-09-21,2181656.23,"93149 Laura Port, West Amandastad, CA 66818",erica.rubio@texasinstrum.com
Amazon.com Inc,AMZN,IBM Corp,IBM,Service Provider,19.33,Cloud,2022-01-11,8053475.14,"92056 Hobbs Islands, Fordmouth, NV 20513",kevin.burns@ibmcorp.com
Texas Instruments,TXN,IBM Corp,IBM,Service Provider,17.22,Cloud,2022-03-23,2938352.24,"PSC 6850, Box 7051, APO AP 20955",megan.hayes@ibmcorp.com
NVIDIA Corp,NVDA,IBM Corp,IBM,Service Provider,7.88,IT Infrastructure,2023-08-06,4808495.52,,
Boeing Co,BA,DHL Express,DHL.DE,Logistics Partner,9.81,International Shipping,2022-03-06,3335974.04,"PSC 7476, Box 7753, APO AA 17594",randy.thomas@dhlexpress.com
Tesla Inc,TSLA,SAP SE,SAP,Service Provider,5.79,ERP,2024-10-03,3667633.36,"9674 Brianna Corner Suite 053, South Kristenview, WY 75097",evan.kirk@sapse.com
JPMorgan Chase,JPM,Kyndryl Holdings,KD,Service Provider,12.8,IT Infrastructure,2024-08-14,6086653.05,,billy.chavez@kyndrylholdi.com
Oracle Corp,ORCL,Palo Alto Networks,PANW,Service Provider,1.04,Network Security,2022-02-07,4676889.49,,
Qualcomm Inc,QCOM,Applied Materials,AMAT,Direct Supplier,34.05,Etch Systems,2024-04-07,8655860.31,"19656 Moody Gateway, Deannabury, OH 79275",christina.ramos@appliedmater.com
Coca-Cola Co,KO,Accenture plc,ACN,Service Provider,13.26,Consulting,2022-05-13,4549845.78,"520 Jacob Spring Suite 591, Port Maryhaven, AZ 46230",john.rice@accentureplc.com
